Chemical_Substance,HF298 (kJ/mol),Uncertainty (kJ/mol),Coefficient_1 (High-temperature; T in Kelvin),Coefficient_2 (High-temperature; T in Kelvin),Coefficient_3 (High-temperature; T in Kelvin),Coefficient_4 (High-temperature; T in Kelvin),Coefficient_5 (High-temperature; T in Kelvin),Coefficient_6 (High-temperature; T in Kelvin),Coefficient_7 (High-temperature; T in Kelvin),Coefficient_1 (Low-temperature; T in Kelvin),Coefficient_2 (Low-temperature; T in Kelvin),Coefficient_3 (Low-temperature; T in Kelvin),Coefficient_4 (Low-temperature; T in Kelvin),Coefficient_5 (Low-temperature; T in Kelvin),Coefficient_6 (Low-temperature; T in Kelvin),Coefficient_7 (Low-temperature; T in Kelvin),Reference_Code,References,References_for_Additional_Information
CFO,-171.5,63 ,4.89082140E+00,2.21797030E-03,-9.25507250E-07,1.72701200E-10,-1.19553430E-14,-2.23579840E+04,9.92783959E-01,3.20197270E+00,5.58377700E-03,-1.49054810E-06,-2.31260690E-09,1.36143530E-12,-2.18170430E+04,1.00607391E+01,J,JANAF,No Additional Information Provided
CF2,-191.26,1.36 ,5.35787718E+00,1.80622418E-03,-7.80465045E-07,1.47642691E-10,-9.44754424E-15,-2.49202461E+04,-2.63410779E+00,3.56435487E+00,1.23021056E-03,1.39909866E-05,-2.13708286E-08,9.10710807E-12,-2.42062274E+04,7.83907808E+00,ATcT,GURVICH 91  ATCT A,REF=JANAF 6/70 ; REF=TRC 6/88
CF2+,-186.6,NaN,5.16266064E+00,1.83946474E-03,-7.10161849E-07,1.20015997E-10,-7.40239685E-15,1.08446811E+05,-7.83454761E-01,3.14394077E+00,5.16389849E-03,7.51371704E-07,-5.04934253E-09,2.39470869E-12,1.09128054E+05,1.02287592E+01,ATcT,JACOX 94 JANAF  ATCT A,NaN
CF2O,-640.1,1.1 ,6.81631730E+00,3.16473282E-03,-1.21776269E-06,2.05582261E-10,-1.26893125E-14,-7.95482716E+04,-9.52864566E+00,2.12979489E+00,1.41019723E-02,-5.94381359E-06,-5.30544790E-09,3.97367469E-12,-7.81745339E+04,1.51109093E+01,RUS,GURVICH 1991,REF=ATCT A
CF3,-470.28,4.2 ,7.42981696E+00,2.61728694E-03,-1.02141596E-06,1.73975666E-10,-1.08028191E-14,-5.89817716E+04,-1.22816891E+01,2.38179059E+00,1.37269527E-02,-3.47674937E-06,-9.01697393E-09,5.57384083E-12,-5.74893250E+04,1.43743316E+01,ATcT,ATCT A,REF=TRC 6/88 ; REF=JANAF
CF3+,-470.28,4.2 ,6.82085071E+00,3.16762437E-03,-1.22042222E-06,2.06188834E-10,-1.27330282E-14,4.69690028E+04,-9.99626735E+00,2.31882353E+00,1.60922297E-02,-1.53695233E-05,7.35412967E-09,-1.43415092E-12,4.82223927E+04,1.32252874E+01,ATcT,JACOX 98 AND JANAF 12/71  ATCT A,NaN
CF3I,-589.11,3.3 ,0.10375057E+02,0.26880979E-02,-0.10525827E-05,0.17967408E-09,-0.11173263E-13,-0.74551179E+05,-0.24024941E+02,0.25628907E+01,0.28507572E-01,-0.33699705E-04,0.18730304E-07,-0.39219886E-11,-0.72621870E+05,0.15237838E+02,J,JANAF,REF=ATCT A
CF3O,-630.696,NaN,9.76423201E+00,3.30092424E-03,-1.28961521E-06,2.19815579E-10,-1.36560199E-14,-7.94771282E+04,-2.37694198E+01,1.82041152E+00,2.65327204E-02,-2.45066904E-05,7.86171828E-09,2.73540764E-13,-7.73780958E+04,1.68621895E+01,T,BURCAT G3B3 CALC,No Additional Information Provided
CF3O2,-725.924,NaN,1.22037091E+01,3.39739140E-03,-1.33527750E-06,2.28468036E-10,-1.42307780E-14,-7.99109047E+04,-3.41946453E+01,1.55041706E+00,3.73972544E-02,-4.08839888E-05,1.89635072E-08,-2.54712965E-12,-7.72518205E+04,1.95583929E+01,T,"MELIUS DATABASE F42D PRIVATE COMMUNICATION (  ""BOZZELLIS THERM) .",No Additional Information Provided
CF4,-933.399,0.53 ,9.47336526E+00,3.59407743E-03,-1.40334012E-06,2.39113889E-10,-1.48513407E-14,-1.15816621E+05,-2.49736848E+01,1.05119594E+00,2.78318369E-02,-2.46683439E-05,6.75882532E-09,9.14850873E-13,-1.13574198E+05,1.81936795E+01,g,GURVICH 91  TRC 94,REF=ZACHARIAH; WESTMORELAND; BURGESS; TSANG& MELIUS JPC 100;(1996);8737 ; REF=GURVICH 91 ; REF=ATCT A
CH,595.8,0.6 ,0.25209369E+01,0.17653639E-02,-0.46147660E-06,0.59289675E-10,-0.33474501E-14,0.70946769E+05,0.74051829E+01,0.34897583E+01,0.32432160E-03,-0.16899751E-05,0.31628420E-08,-0.14061803E-11,0.70612646E+05,0.20842841E+01,IU,RUSCIC ET AL JPCRD 2005,A
BrCH,377.86,2 ,5.28977462E+00,1.41064245E-03,-4.82019526E-07,7.96049279E-11,-4.95428931E-15,4.36578258E+04,-4.88685664E-01,2.94301638E+00,6.74163923E-03,3.17779159E-07,-8.95038102E-09,5.24099443E-12,4.42807928E+04,1.16897579E+01,T,MARTIN & BURCAT JPC 108 (2004) 7752,No Additional Information Provided
BrCClFH,-230.0,15 ,8.52418597E+00,4.15098908E-03,-1.53297038E-06,2.52169636E-10,-1.52968772E-14,-3.07897222E+04,-1.40266403E+01,2.84647307E+00,2.04936069E-02,-1.70058829E-05,4.11372351E-09,9.31156800E-13,-2.92803600E+04,1.50636514E+01,A,GURVICH 91,REF=RUSCIC G3B3 CALC
BrCF2H,-425.46,1.07 ,7.99574233E+00,4.68075570E-03,-1.73758062E-06,2.86772954E-10,-1.74346268E-14,-5.42115449E+04,-1.24352101E+01,3.31738394E+00,1.31438938E-02,1.77618966E-06,-1.45480682E-08,7.51885656E-12,-5.27345603E+04,1.27225958E+01,ATcT,GURVICH 91  ATCT A,REF=TSIV 91
Br2CH,54.3,NaN,6.98912016E+00,2.60344199E-03,-9.18425207E-07,1.46505921E-10,-8.69891195E-15,2.14931363E+04,-5.09358817E+00,2.78930563E+00,1.91599709E-02,-2.64119986E-05,1.80644053E-08,-4.78973925E-12,2.23892774E+04,1.53305876E+01,T,JACOX  MARTIN & BURCAT JPC 108 (2004) 7752,REF=MCMILLEN GOLDEN 1982
Br3CH,54.27,NaN,9.33702350E+00,3.32595225E-03,-1.21194327E-06,1.97616744E-10,-1.19155492E-14,3.29366728E+03,-1.50773866E+01,3.64744682E+00,2.37778637E-02,-2.97514832E-05,1.82750488E-08,-4.31214235E-12,4.61115559E+03,1.30919213E+01,T,MARTIN & BURCAT JPC 108 (2004) 7752,No Additional Information Provided
CClH,297.1,NaN,6.65408153E+00,1.74570320E-04,-4.37504887E-08,8.56396359E-12,-6.70548082E-16,3.32813768E+04,-1.07631238E+01,4.62343477E+00,-1.03131685E-02,5.00558316E-05,-6.21788813E-08,2.46055782E-11,3.44816438E+04,3.27962111E+00,g,TSIV 91 + JACOX  TRC 12/93,REF=TSIV 91
CClFH,-83.14,NaN,0.65730400E 01,0.29733933E-02,-0.10222593E-05,0.15512820E-09,-0.85432759E-14,-0.12409480E 05,-0.51201038E 01,0.33409529E 01,0.10670263E-01,-0.39450997E-05,-0.48872693E-08,0.34919463E-11,-0.11491043E 05,0.11776594E 02,L,TSIV,No Additional Information Provided
CClF2H,-490.72,2.28 ,7.76128170E+00,4.91347187E-03,-1.82716472E-06,3.01909107E-10,-1.83696720E-14,-6.20359067E+04,-1.29719847E+01,2.58815578E+00,1.48447979E-02,1.50136954E-07,-1.39370626E-08,7.48510026E-12,-6.04284954E+04,1.47131828E+01,ATcT,CHEN JPCRD 5 (1976) 571  ATCT A,REF=TSIV 79
CCl2H,73.9,NaN,6.80210912E+00,2.86000875E-03,-1.03664482E-06,1.68416656E-10,-1.01027167E-14,9.16929806E+03,-5.70765415E+00,3.41194137E+00,1.40168850E-02,-1.42771614E-05,6.24721839E-09,-6.15096358E-13,9.99583151E+03,1.12991582E+01,g,TSIV CALCULATED FROM ORIGINAL TRC TABLES TO 3000. K AND EXTRAPOLATED USING WILHOIT POLYNOMIALS  TRC 12/93,REF=GURVICH 79
CCl2FH,-284.93,NaN,0.85083923E 01,0.40345713E-02,-0.14268226E-05,0.22247303E-09,-0.12630173E-13,-0.37427910E 05,-0.15411654E 02,0.31107159E 01,0.16295891E-01,-0.47331187E-05,-0.94798160E-08,0.61323750E-11,-0.35862211E 05,0.12963858E 02,P,NaN,No Additional Information Provided
CCl2HO,-94.977,NaN,9.04056721E+00,2.87032241E-03,-9.87387267E-07,1.55039889E-10,-9.11112809E-15,-1.44761757E+04,-1.59551709E+01,2.11156612E+00,3.46879806E-02,-5.98032879E-05,5.05956283E-08,-1.65224560E-11,-1.31581816E+04,1.68137718E+01,T,NIST 2001 .,No Additional Information Provided
CCl3H,-103.259,0.77 ,0.89938030E 01,0.35652192E-02,-0.12537648E-05,0.19479131E-09,-0.11032021E-13,-0.15609000E 05,-0.17631689E 02,0.36819801E 01,0.16611021E-01,-0.66180801E-05,-0.81291560E-08,0.59433135E-11,-0.14141844E 05,0.99835104E 01,P,ATCT A,REF=ATCT A
CCl3HO,-275.977,3.17984 ,1.15617652E+01,3.40353310E-03,-1.20404095E-06,1.92737569E-10,-1.14815680E-14,-3.71195773E+04,-2.87400802E+01,1.93683294E+00,4.74652448E-02,-8.26081967E-05,7.00496001E-08,-2.29009678E-11,-3.52771007E+04,1.68237134E+01,T,BOZZELLI ET AL. JPC 105 (2001) 4504.,No Additional Information Provided
CFH,163.176,NaN,3.81407171E+00,2.91531169E-03,-1.06577623E-06,1.74013614E-10,-1.04973609E-14,1.82312890E+04,4.65785213E+00,4.41475567E+00,-5.51349381E-03,2.18470808E-05,-2.34089450E-08,8.48772577E-12,1.84034839E+04,3.21728174E+00,T,ZACHARIAH WESTMORELAND BURGESS TSANG&MELIUS JPC 100 (1996)  8737-8747,No Additional Information Provided
CF2H,-254.0,NaN,0.58958702E+01,0.37705626E-02,-0.13837102E-05,0.22663348E-09,-0.13705690E-13,-0.32778360E+05,-0.42892918E+01,0.30342605E+01,0.75276516E-02,0.55750157E-05,-0.14409464E-07,0.67681867E-11,-0.31812224E+05,0.11424782E+02,RUS,TSIV 1979,No Additional Information Provided
CF3H,-695.28,1.96 ,7.24609031E+00,5.42386441E-03,-2.02314394E-06,3.34946402E-10,-2.04067524E-14,-8.63258026E+04,-1.28982398E+01,2.73539203E+00,8.72478957E-03,1.74821510E-05,-3.21504750E-08,1.41694928E-11,-8.46839564E+04,1.24879863E+01,T,ZACHARIAH  WESTMORELAND  BURGESS  TSANG & MELIUS JPC 100 (1996) 8737-8747  TRC/81,REF=ATCT A
CHI3,-695.28,1.96 ,9.68729360E+00,2.99956270E-03,-1.09071270E-06,1.77574920E-10,-1.06948694E-14,2.20877279E+04,-1.38894326E+01,4.17736834E+00,2.47739875E-02,-3.54747700E-05,2.54962645E-08,-7.20982666E-12,2.32819472E+04,1.29496063E+01,g,KUDCHADKER & KUDCHADKER JPCRD 4 (1975) 457,NaN
CHN,-695.28,1.96 ,4.22248262E+00,2.59458082E-03,-8.58480324E-07,1.30744940E-10,-7.50339813E-15,2.17156730E+04,-7.79706410E-02,2.30186822E+00,1.54157449E-02,-3.13261898E-05,3.08816218E-08,-1.11912204E-11,2.19306327E+04,8.14749128E+00,ATcT,M. JACOX 98  ATCT A,NaN
CHNO,-116.734,NaN,5.30045051E+00,4.02250821E-03,-1.40962280E-06,2.23855342E-10,-1.32499966E-14,-1.61995274E+04,-3.11770684E+00,2.24009031E+00,1.45600497E-02,-1.54352330E-05,8.55535028E-09,-1.79631611E-12,-1.54589951E+04,1.21663775E+01,A,JACOX WEBBOOK  SHUURMAN ET AL JCP 120 (2004) 11586,REF=EAST & ALLEN JCP 99;(1993); 4638 HF0=-27.89+/-3 KCAL REF=MELIUS RJ5 1987
CHN2,319.796,NaN,0.58470159E+01,0.36667998E-02,-0.13120636E-05,0.21135472E-09,-0.12636470E-13,0.36343577E+05,-0.49756817E+01,0.31861199E+01,0.10792062E-01,-0.74954818E-05,0.14780067E-08,0.43976323E-12,0.37095838E+05,0.88362660E+01,T,BAC/MP4 CALCULATIONS BY C. MELIUS PRIVATE COMMUNICATION.,No Additional Information Provided
CHN3O6,NaN,NaN,1.96645029E+01,9.80273423E-03,-3.99278141E-06,6.90498702E-10,-4.31223139E-14,-9.12328532E+03,-6.52887368E+01,1.66436817E+00,6.81055678E-02,-7.81450689E-05,4.46832013E-08,-1.01862362E-11,-4.52669105E+03,2.56966436E+01,T,A.BURCAT TAE REPORT  CARPENTER ET. AL. J. CHEM. ENG. DATA 15  (1970) 535,No Additional Information Provided
CHO,42.296,0.3 ,3.92001542E+00,2.52279324E-03,-6.71004164E-07,1.05615948E-10,-7.43798261E-15,3.65342928E+03,3.58077056E+00,4.23754610E+00,-3.32075257E-03,1.40030264E-05,-1.34239995E-08,4.37416208E-12,3.87241185E+03,3.30834869E+00,T,MARENICH & BOGGS JPC 107 (2003) 2343-2350 DIRECT SUMMATION USING CCSD(T) METHOD. CALC. FROM THEIR TABLES,REF=ATCT A
CHO+,833.0,NaN,0.37411880E+01,0.33441517E-02,-0.12397121E-05,0.21189388E-09,-0.13704150E-13,0.98884078E+05,0.20654768E+01,0.24739736E+01,0.86715590E-02,-0.10031500E-04,0.67170527E-08,-0.17872674E-11,0.99146608E+05,0.81625751E+01,J,JANAF,No Additional Information Provided
CHO,218.1,NaN,4.23892214E+00,1.96576170E-03,-3.82075171E-07,4.80137647E-11,-3.11176347E-15,2.47261645E+04,1.99698242E+00,4.36380907E+00,-5.35204137E-03,2.31954508E-05,-2.66109040E-08,1.02711962E-11,2.50108717E+04,2.98106307E+00,IU,MARENICH AND BOGGS JPC 107 (2003) 2343.,REF=ATCT A
CHO2,-213.0,13 ,5.39206152E+00,4.11221455E-03,-1.48194900E-06,2.39875460E-10,-1.43903104E-14,-2.38606717E+04,-2.23529091E+00,2.92207919E+00,7.62453859E-03,3.29884437E-06,-1.07135205E-08,5.11587057E-12,-2.30281524E+04,1.12925886E+01,ATcT,TSIV  HF298-TRANS  ATCT A,REF=GURVICH 91
CHS,NaN,NaN,3.61707294E+00,3.87413811E-03,-1.52693796E-06,2.56534366E-10,-1.56455118E-14,3.48552427E+04,6.60648943E+00,3.51963223E+00,2.08544960E-03,6.12130414E-06,-9.93060979E-09,4.40938577E-12,3.49593934E+04,7.53361036E+00,T,AB-INITIO CALC BY CHING-LEN YU & S.H. BAUER PRIVATE COMMUNICATION,No Additional Information Provided
CH2,319.2,1.6 ,3.11049513E+00,3.73779517E-03,-1.37371977E-06,2.23054839E-10,-1.33567178E-14,4.59715953E+04,4.62796405E+00,3.84261832E+00,-7.36676871E-06,6.16970693E-06,-6.96689962E-09,2.64620979E-12,4.58631528E+04,1.27584470E+00,IU,RUSCIC ET AL JPCRD 2005 IUPAC TASK GROUP,REF=ATCT A
BrCClH2,-45.0,15 ,0.65082153E+01,0.57744846E-02,-0.20744896E-05,0.33492192E-09,-0.20051184E-13,-0.79549405E+04,-0.49946731E+01,0.30310057E+01,0.10607707E-01,0.63407360E-05,-0.18341110E-07,0.88847421E-11,-0.68113680E+04,0.13983350E+02,RUS,TSIV 1979,No Additional Information Provided
Br2CH2,4.937,NaN,6.67087098E+00,5.51238897E-03,-1.95323046E-06,3.12443170E-10,-1.85854530E-14,-1.94784246E+03,-4.98511911E+00,3.07810878E+00,1.23681783E-02,8.40317756E-07,-1.25546148E-08,6.79189724E-12,-8.59489686E+02,1.41666382E+01,T,MARTIN & BURCAT JPC 108 (2004) 7752,No Additional Information Provided
CClH2,116.87,NaN,0.47707529E 01,0.43237582E-02,-0.14223033E-05,0.20599472E-09,-0.10714865E-13,0.12277027E 05,0.46459579E 00,0.33185844E 01,0.65915734E-02,0.10332604E-06,-0.43136268E-08,0.21676541E-11,0.12780980E 05,0.84271412E 01,L,TSIV,No Additional Information Provided
CClFH2,-264.429,NaN,0.59572783E 01,0.60879700E-02,-0.20813759E-05,0.31346215E-09,-0.17084878E-13,-0.34280781E 05,-0.48930445E 01,0.20975533E 01,0.12551896E-01,0.27147036E-06,-0.91319841E-08,0.44713573E-11,-0.32973617E 05,0.16155014E 02,P,NaN,No Additional Information Provided
CCl2H2,-95.446,0.74 ,6.29318149E+00,5.98773270E-03,-2.15635738E-06,3.48717095E-10,-2.09014331E-14,-1.39806830E+04,-5.90810756E+00,3.09078884E+00,8.35269259E-03,1.25182071E-05,-2.46845519E-08,1.11752358E-11,-1.28332020E+04,1.20563837E+01,tpis,GURVICH 1991  TRC 12/81,REF=GURVICH 91 ; REF=ATCT A
CFH2,-32.0,NaN,0.40610825E+01,0.52432553E-02,-0.18726751E-05,0.30101543E-09,-0.17961659E-13,-0.54531615E+04,0.34407775E+01,0.39006976E+01,0.18878812E-03,0.14670620E-04,-0.17625373E-07,0.65799837E-11,-0.51179668E+04,0.56574728E+01,RUS,TSIV 1979,No Additional Information Provided
CF2H2,-452.709,NaN,5.06948195E+00,7.23193135E-03,-2.64021025E-06,4.30854708E-10,-2.59873096E-14,-5.67270077E+04,-2.34590394E+00,4.25023157E+00,-6.84861262E-03,4.85583334E-05,-5.83442752E-08,2.24503933E-11,-5.57351602E+04,5.76716418E+00,T,ZACHARIAH  WESTMORELAND  BURGESS  TSANG& MELIUS JPC 100 (1996) 8737-8747  TRC/81,REF=GURVICH 1991 ; REF=ATCT A
CH2N,240.162,NaN,3.80315523E+00,5.47197456E-03,-1.95314927E-06,3.13362513E-10,-1.86249463E-14,2.73218196E+04,3.31721893E+00,3.97799541E+00,-3.43275678E-03,2.59134226E-05,-3.04692133E-08,1.16272702E-11,2.76769528E+04,4.43029598E+00,T,CHING-LEN YU & S.H. BAUER PRIVATE COMMUNICATION .,No Additional Information Provided
CH2NO,-23.305,9.916080000000001 ,0.57886741E+01,0.60938325E-02,-0.21165797E-05,0.33404486E-09,-0.19684582E-13,-0.50210948E+04,-0.44063740E+01,0.35677914E+01,0.10193381E-01,-0.15289951E-05,-0.47571551E-08,0.26052647E-11,-0.42980380E+04,0.75824281E+01,T,C. MELIUS DATABASE BAC/MP4 C37,No Additional Information Provided
CH2NO2,152.465,NaN,7.67214886E+00,7.04674142E-03,-2.55301211E-06,4.14646979E-10,-2.49316782E-14,1.52307521E+04,-1.22510821E+01,2.46754293E+00,1.56130407E-02,4.71686464E-06,-2.05123642E-08,1.02705094E-11,1.69015807E+04,1.59016345E+01,T,MCKEE  J. AM. CHEM. SOC. 107 (1985) 1900,No Additional Information Provided
CH2NO3,98.952,NaN,1.03913885E+01,7.66103917E-03,-3.02728077E-06,5.16124915E-10,-3.19767406E-14,7.78486241E+03,-2.54151556E+01,2.98654023E+00,2.47990510E-02,-1.17175684E-05,-5.36820166E-09,4.80947389E-12,1.00202588E+04,1.36939353E+01,T,MELIUS DATABASE 1988 P73BJ,No Additional Information Provided
CH2N2,149.005,14.895040000000002 ,0.64734743E+01,0.51023160E-02,-0.17738598E-05,0.28010178E-09,-0.16511234E-13,0.15445903E+05,-0.93929437E+01,0.16502481E+01,0.17225336E-01,-0.62645743E-05,-0.90652062E-08,0.65197171E-11,0.16733605E+05,0.15528105E+02,T,C.MELIUS BAC/MP4 DATABASE N62Y,No Additional Information Provided
CH2N2O4,-61.505,NaN,1.14912019E+01,1.18834901E-02,-4.59405883E-06,7.73301202E-10,-4.75226143E-14,-1.22791660E+04,-2.79393135E+01,2.13762234E+00,3.16667350E-02,-1.09883048E-05,-1.02396987E-08,6.93005788E-12,-9.32805967E+03,2.20134081E+01,T,A.BURCAT TAE REPORT  KNOBEL ET.AL.  BULL ACAD. SCI. USSR DIV. CHEM. SCI. (1971) 425.,No Additional Information Provided
CH2O,-108.7,NaN,0.31694807E+01,0.61932742E-02,-0.22505981E-05,0.36598245E-09,-0.22015410E-13,-0.14478425E+05,0.60423533E+01,0.47937036E+01,-0.99081518E-02,0.37321459E-04,-0.37927902E-07,0.13177015E-10,-0.14308955E+05,0.60288702E+00,L,TSIV,No Additional Information Provided
CH2O2,-378.941,0.31 ,0.46138316E+01,0.64496364E-02,-0.22908251E-05,0.36716047E-09,-0.21873675E-13,-0.47514850E+05,0.84788383E+00,0.38983616E+01,-0.35587795E-02,0.35520538E-04,-0.43849959E-07,0.17107769E-10,-0.46770609E+05,0.73495397E+01,L,CHAO & ZWOLINSKI JPCRD 7.(1978) 363,REF=ATCT A
CH2S,NaN,NaN,4.18881491E+00,5.12826276E-03,-1.86326118E-06,3.12838130E-10,-1.93704551E-14,1.20948373E+04,2.65102700E+00,3.98890561E+00,-4.48092826E-03,3.23152359E-05,-3.98563874E-08,1.57804583E-11,1.25888504E+04,5.99167863E+00,T,JACOX  CHING-LEN YU & S.H. BAUER PRIVATE COMMUNICATION .,No Additional Information Provided
CH3,146.582,0.1 ,0.29781206E+01,0.57978520E-02,-0.19755800E-05,0.30729790E-09,-0.17917416E-13,0.16509513E+05,0.47224799E+01,0.36571797E+01,0.21265979E-02,0.54583883E-05,-0.66181003E-08,0.24657074E-11,0.16422716E+05,0.16735354E+01,IU,RUSCIC ET AL JPCRD 2003.,REF=ATCT A
CH3+,1101.792,0.097 ,2.41723886E+00,6.40287629E-03,-2.21301978E-06,3.46738910E-10,-2.02364572E-14,1.31474291E+05,6.78764161E+00,4.73043702E+00,-8.66259820E-03,3.12269215E-05,-3.13568798E-08,1.09957173E-11,1.31269897E+05,-3.03197684E+00,A,B. RUSCIC ACTIVE TABLES VER 1.25 ARGONNE NAT. LABS.  THERMAL ELECTRON CONVENTION.,No Additional Information Provided
BrCH3,-37.656,NaN,4.14293955E+00,7.61096796E-03,-2.67015354E-06,4.24035809E-10,-2.50883825E-14,-6.20545949E+03,3.21432559E+00,3.61367184E+00,-8.86540422E-04,2.94669395E-05,-3.76504049E-08,1.49390354E-11,-5.61401651E+03,8.24978857E+00,T,MARTIN & BURCAT JPC 108 (2004) 7752  ATCT A,REF=STULL WESTRUM SINKE
CClH3,-83.68,NaN,3.97883949E+00,7.91729094E-03,-2.81713927E-06,4.51715634E-10,-2.69086155E-14,-1.16761879E+04,2.58272676E+00,3.96611858E+00,-5.05692958E-03,4.02006413E-05,-4.82781901E-08,1.86721580E-11,-1.10729538E+04,5.70446517E+00,tpis,GURVICH 91,REF=ATCT A ; REF=TRC 12/81 ; REF=KROMKIN KHIMICHESKAYA FIZIKA 22;(2003);30
CFH3,-239.56,2.65 ,3.31313831E+00,8.59220132E-03,-3.07900691E-06,4.96094438E-10,-2.96530154E-14,-3.04944219E+04,4.75449384E+00,5.03521799E+00,-1.46116013E-02,6.06434127E-05,-6.60574176E-08,2.42831624E-11,-3.00795919E+04,3.07681862E-01,ATcT,GURVICH 91  ATCT A,REF=TRC/81
CH3Hg,188.28,8.368 ,4.65149496E+00,7.06884557E-03,-2.45450648E-06,3.86970344E-10,-2.27759227E-14,2.07368599E+04,2.31971273E+00,3.28241059E+00,5.11441711E-03,1.41087840E-05,-2.24934858E-08,9.61790250E-12,2.13540400E+04,1.06664448E+01,T,LEE & WRIGHT CHEM. PHYS. LETT 376 (2003)  418-423. INERTIA MOM,No Additional Information Provided
CH3I,14.3,1.4 ,4.44377329E+00,7.45523940E-03,-2.63962017E-06,4.21796322E-10,-2.50645631E-14,-1.90140790E+02,2.47913765E+00,3.27037586E+00,3.04938761E-03,2.00286679E-05,-2.82751858E-08,1.15828787E-11,4.82743383E+02,1.03200626E+01,g,KUDCHADKER & KUDCHADKER JPCRD 4 (1975) 457  NIST WEBBOOK 2000.,REF=ATCT A
CH3N,84.015,NaN,3.44258358E+00,8.37600036E-03,-2.97819078E-06,4.77352867E-10,-2.84295062E-14,8.40771949E+03,3.95595397E+00,4.79302577E+00,-1.26841692E-02,5.69766521E-05,-6.34985251E-08,2.37023330E-11,8.85023146E+03,1.10277996E+00,A,M.E. JACOX JPCRD 1988  17  P.418  BAUER & WILCOX B3LYP/6-31G(D) CALCULATIONS  PRIVATE COMMUNICATION (MELIUS MP4/G2 1997 ) .,No Additional Information Provided
CH3NO,-195.263,10.46 ,0.50996641E+01,0.96197778E-02,-0.33675100E-05,0.52625772E-09,-0.30639100E-13,-0.25835964E+05,-0.22514334E+01,0.31136723E+01,0.29491209E-02,0.32396676E-04,-0.44756760E-07,0.18144841E-10,-0.24750380E+05,0.10806345E+02,T,C.MELIUS BAC/MP4 DATABASE C47X,No Additional Information Provided
CH3NO2,-65.44,1 ,6.93605239E+00,9.97319424E-03,-3.60642537E-06,5.83462161E-10,-3.50058729E-14,-1.08381899E+04,-6.98144573E+00,6.15261387E+00,-2.91937431E-03,4.14526828E-05,-4.93954776E-08,1.85608328E-11,-9.85260262E+03,8.04057190E-01,A,MELIUS D30G 1987  RAY & GERSHON JPC 66 (1962) 1750  WEBBOOK .,NaN
CH3NO3,-122.005,NaN,9.77845489E+00,1.10069541E-02,-4.25928645E-06,7.18198185E-10,-4.42041793E-14,-1.88804487E+04,-2.39163197E+01,3.91363583E+00,1.52137945E-02,1.73479131E-05,-3.37074473E-08,1.44322204E-11,-1.66103232E+04,9.44208392E+00,T,BRAND & CAWTHON JACS 77 (1955) 319.  ROY & OGG J. PHYS. CHEM. 63(1959)  1522.,No Additional Information Provided
CH3N2,247.7,12. ,0.57393539E+01,0.92314020E-02,-0.33396566E-05,0.54160230E-09,-0.32522545E-13,0.27235968E+05,-0.53905119E+01,0.46506054E+01,-0.14932994E-02,0.37619849E-04,-0.46522472E-07,0.17885496E-10,0.28216313E+05,0.35837652E+01,T,C. MELIUS DATABASE BACMP4,No Additional Information Provided
CH3N3,297.064,NaN,6.41280183E+00,1.07448898E-02,-3.85726225E-06,6.22339742E-10,-3.72381596E-14,3.29519708E+04,-6.94516757E+00,4.37960260E+00,7.61069318E-03,1.69547382E-05,-2.46175363E-08,9.55803332E-12,3.40058496E+04,5.84234573E+00,A,BURCAT G3B3 CALC,REF=ROGERS & MCLAFERTY JCP 103(18);(1995);8302
CH3O,-17.179,0.37 ,5.09314370E+00,5.94761260E-03,-2.06497460E-06,3.23008173E-10,-1.88125902E-14,-4.03409640E+03,-1.84691493E+00,4.47834367E+00,-1.35070310E-03,2.78484980E-05,-3.64869060E-08,1.47907450E-11,-3.50072890E+03,3.30913500E+00,IU,RUSCIC ET AL JPCRD 2003 IUPAC GROUP,REF=ATCT A
CH3O+,716.0,0.3 ,3.15788623E+00,8.47226665E-03,-2.90024459E-06,4.52234730E-10,-2.64240920E-14,8.46086423E+04,6.46292180E+00,3.54817212E+00,-2.88791348E-03,2.98391223E-05,-3.33577513E-08,1.20140893E-11,8.50297180E+04,7.01728608E+00,ATcT,ATCT A,REF= JOHNSON; IBID
CH3O2,9.0,5.1 ,5.92505819E+00,9.00194542E-03,-3.24254309E-06,5.24362718E-10,-3.14263003E-14,-1.53258958E+03,-4.93669747E+00,4.76597792E+00,-3.51077148E-03,4.54394152E-05,-5.66763729E-08,2.21591482E-11,-4.82401289E+02,4.76095141E+00,T,JANOSCHECK IUPAC SHEETS  JPC 102 (1998) 1770.,No Additional Information Provided
CH3S,124.6,NaN,4.62809340E+00,7.50242892E-03,-2.70631691E-06,4.37671177E-10,-2.61526827E-14,1.30328459E+04,4.15868210E-02,2.56437070E+00,1.15796385E-02,-4.50119584E-06,-5.02342418E-10,6.95252997E-13,1.37469790E+04,1.12504946E+01,IU,NIST WEBBOOK 2000  NICOVICH ET AL. J. CHEM. PHYS. 96 (1992) 2518 MAX LST SQ ERROE CP,No Additional Information Provided
CH4,-74.6,0.3 ,1.65326226E+00,1.00263099E-02,-3.31661238E-06,5.36483138E-10,-3.14696758E-14,-1.00095936E+04,9.90506283E+00,5.14911468E+00,-1.36622009E-02,4.91453921E-05,-4.84246767E-08,1.66603441E-11,-1.02465983E+04,-4.63848842E+00,g,TSIV 91 .,No Additional Information Provided
